OBJECTID,STATUS,AP_NAME,AP_NUMBER,MAP_NUMBER,AP_FULL_NAME,ADOPTED_DATE,CROP_TYPE,NONR_DATE,ACTIVE,AMENDMENT_NO,SHAPESTArea,SHAPESTLength
8396," ","EL SOBRANTE",1," ","EL SOBRANTE NO. 1 MAP NO.",," ",,N,T,653984.708984375,3962.87982486902
8879," ","EAGLE VALLEY",2,711,"EAGLE VALLEY NO. 2 MAP NO. 711",1991-02-05T00:00:00.000Z," ",,N,3,5518775.71777344,10116.6430067313
8959," ","EL SOBRANTE",1," ","EL SOBRANTE NO. 1 MAP NO.",," ",,N,H,410875.068359375,2796.1269316243
8966," ","EL SOBRANTE",1," ","EL SOBRANTE NO. 1 MAP NO.",," ",,N,G,384885.234375,2879.0351351401
8971," ","EL SOBRANTE",1," ","EL SOBRANTE NO. 1 MAP NO.",," ",,N,I,500953.30859375,3843.95128457977
8973," ","EL SOBRANTE",1," ","EL SOBRANTE NO. 1 MAP NO.",," ",,N,Q,177877.545898438,1777.50612178222
8974," ","EL SOBRANTE",1," ","EL SOBRANTE NO. 1 MAP NO.",," ",,N,P,214146.787109375,1968.22492884467
8975," ","EL SOBRANTE",1," ","EL SOBRANTE NO. 1 MAP NO.",," ",,N,O,398306.888671875,3132.17991837109
8976," ","EL SOBRANTE",1,666,"EL SOBRANTE NO. 1 MAP NO. 666",1990-01-23T00:00:00.000Z," ",,N,8,400640.450195312,2982.43568429029
8986," ","EL SOBRANTE",1," ","EL SOBRANTE NO. 1 MAP NO.",," ",,N,F,220483.904296875,1986.50815218349
8987," ","EL SOBRANTE",1," ","EL SOBRANTE NO. 1 MAP NO.",," ",,N,L,217672.995117188,1975.75662759485
8988," ","EL SOBRANTE",1," ","EL SOBRANTE NO. 1 MAP NO.",," ",,N,J,1264152.9140625,7057.59181547547
8989," ","EL SOBRANTE",1," ","EL SOBRANTE NO. 1 MAP NO.",," ",,N,A,209728.543945312,1951.38960694518
8990," ","EL SOBRANTE",1," ","EL SOBRANTE NO. 1 MAP NO.",," ",,N,B,209534.815429688,1954.21222490521
8991," ","EL SOBRANTE",1," ","EL SOBRANTE NO. 1 MAP NO.",," ",,N,C,110558.206054688,1330.45223552262
8992," ","EL SOBRANTE",1," ","EL SOBRANTE NO. 1 MAP NO.",," ",,N,D,67364.2373046875,1061.15097967296
8995," ","EL SOBRANTE",1," ","EL SOBRANTE NO. 1 MAP NO.",," ",,N,R,438272.133789062,2647.8907237222
8997," ","EL SOBRANTE",1," ","EL SOBRANTE NO. 1 MAP NO.",," ",,N,S,218373.813476562,1983.40975616481
9002," ","EL SOBRANTE",1," ","EL SOBRANTE NO. 1 MAP NO.",," ",,N,U,229075.32421875,2022.87332671759
9003," ","EL SOBRANTE",1," ","EL SOBRANTE NO. 1 MAP NO.",," ",,N,V,215249.399414062,1981.4414127852
9004," ","EL SOBRANTE",1," ","EL SOBRANTE NO. 1 MAP NO.",," ",,N,M,433871.000976562,2634.75260970376
9005," ","EL SOBRANTE",1," ","EL SOBRANTE NO. 1 MAP NO.",," ",,N,N,217013.904296875,1959.84828702515
9006," ","EL SOBRANTE",1," ","EL SOBRANTE NO. 1 MAP NO.",," ",,N,E,219009.805664062,1989.79156404248
9013," ","VALLE VISTA",3,499,"VALLE VISTA NO. 3 MAP NO. 499",1979-09-25T00:00:00.000Z," ",,N,1,3124437.43261719,7531.96028904288
8075,A,"EL SOBRANTE",1,819,"EL SOBRANTE NO. 1 MAP NO. 819",1969-02-24T00:00:00.000Z," ",,Y,14,629613.66796875,3680.66769591103
8077,A,"TIN MINE CANYON",1,107,"TIN MINE CANYON NO. 1 MAP NO. 107",1970-08-24T00:00:00.000Z," ",,N,1,1058680.98144531,4820.02893883809
8078,A,LAKEVIEW,5,517A,"LAKEVIEW NO. 5 MAP NO. 517A",1981-02-03T00:00:00.000Z," ",,Y,1,9702086.94921875,14540.4100586198
8082,A,"SAN JACINTO",2,449,"SAN JACINTO NO. 2 MAP NO. 449",1977-09-27T00:00:00.000Z," ",,N,1,3995768.1328125,13579.3374999911
8085,A,"PERRIS VALLEY",3,144,"PERRIS VALLEY NO. 3 MAP NO. 144",1972-01-11T00:00:00.000Z," ",,Y,1,977658.080078125,4776.39145602285
8088,A,"SAN JACINTO",6,497,"SAN JACINTO NO. 6 MAP NO. 497",1979-05-08T00:00:00.000Z," ",,N,1,3695765.28222656,8249.30909262387
8091,A,"GLEN IVY",1,740,"GLEN IVY NO. 1 MAP NO. 740",1994-10-25T00:00:00.000Z," ",,N,4,645071.310546875,5199.93303388753
8093,A,"GLEN IVY",1,740,"GLEN IVY NO. 1 MAP NO. 740",1994-10-25T00:00:00.000Z," ",,N,4,344547.762695312,2789.00926921474
8094,A,"COACHELLA VALLEY",79,851,"COACHELLA VALLEY NO. 79 MAP NO. 851",2003-06-17T00:00:00.000Z," ",,Y,1,3403835.55078125,8362.37006895429
8097,A,"RANCHO CALIFORNIA",16,634,"RANCHO CALIFORNIA NO. 16 MAP NO. 634",1987-12-22T00:00:00.000Z," ",,N,7,843273.3984375,3963.0263005723
8098,A,WINCHESTER,28,923,"WINCHESTER NO. 28 MAP NO. 923",2004-08-10T00:00:00.000Z," ",,N,2,1031028.41699219,4407.96473109076
8099,A,"RANCHO CALIFORNIA",29,868,"RANCHO CALIFORNIA NO. 29 MAP NO. 868",2002-12-17T00:00:00.000Z," ",,N,1,977552.856445312,3812.61329995338
8100,A,"GLEN IVY",1,740,"GLEN IVY NO. 1 MAP NO. 740",1994-10-25T00:00:00.000Z," ",,N,4,22935685.5351562,27364.3678189596
8101,A,"COACHELLA VALLEY",68,775,"COACHELLA VALLEY NO. 68 MAP NO. 775",1996-04-30T00:00:00.000Z," ",,N,1,6504742.44628906,13119.0773490558
8104,A,"VALLE VISTA",1,73,"VALLE VISTA NO. 1 MAP NO. 73",1970-02-24T00:00:00.000Z," ",,Y,1,416805.890625,2611.71084904775
8105,A,"BAUTISTA CANYON",1,76,"BAUTISTA CANYON NO. 1 MAP NO. 76",1970-02-24T00:00:00.000Z," ",,Y,2,119093.688476562,1455.0167694837
8113,A,"SAN JACINTO",7,392,"SAN JACINTO NO. 7 MAP NO. 392",1976-11-09T00:00:00.000Z," ",,Y,1,3377626.02636719,8192.87221524305
8119,A,"MIRA LOMA",13,457,"MIRA LOMA NO. 13 MAP NO. 457",1978-01-31T00:00:00.000Z," ",,Y,1,2513836.11132812,6467.65922528444
8120,A,"MIRA LOMA",17,845,"MIRA LOMA NO. 17 MAP NO. 845",2004-07-27T00:00:00.000Z," ",,N,2,3484513.20996094,7912.59300255247
8121,A,"MIRA LOMA",3,31,"MIRA LOMA NO. 3 MAP NO. 31",1969-08-04T00:00:00.000Z," ",,Y,1,2678512.04003906,7274.06311551612
8122,A,"MIRA LOMA",3,347,"MIRA LOMA NO. 3 MAP NO. 347",1975-12-09T00:00:00.000Z," ",,Y,2,1910173.30175781,5673.02423696144
8124,A,"MIRA LOMA",2,886,"MIRA LOMA NO. 2 MAP NO. 886",2003-03-11T00:00:00.000Z," ",,N,23,1652345.40039062,5141.7551648988
8127,A,"MIRA LOMA",15,979,"MIRA LOMA NO. 15 MAP NO. 979",2007-06-26T00:00:00.000Z," ",,N,1,4656327.49902344,14333.4920014836
8128,A,"MIRA LOMA",7,259,"MIRA LOMA NO. 7 MAP NO. 259",1973-10-02T00:00:00.000Z," ",,Y,1,712900.568359375,4247.91997827895
8135,A,WOODCREST,8,787,"WOODCREST NO. 8 MAP NO. 787",1998-04-21T00:00:00.000Z," ",,N,1,4814238.60644531,9189.89374516295
8144,A,"MIRA LOMA",10,980,"MIRA LOMA NO. 10 MAP NO. 980",1971-02-16T00:00:00.000Z," ",,Y,7,1408978.82714844,4739.00582040129
8150,A,WOODCREST,2,746,"WOODCREST NO. 2 MAP NO. 746",1996-04-16T00:00:00.000Z," ",,N,6,2912938.65820312,6908.50422502617
8151,A,"EL SOBRANTE",2,865,"EL SOBRANTE NO. 2 MAP NO. 865",2002-11-26T00:00:00.000Z," ",,N,2,3163116.76171875,10326.4311569725
8152,A,WOODCREST,3,748,"WOODCREST NO. 3 MAP NO. 748",1996-04-16T00:00:00.000Z," ",,N,10,1699761.21777344,5215.23290370684
8154,A,WOODCREST,2,728,"WOODCREST NO. 2 MAP NO. 728",," ",,N,5,404577.631835938,3206.23344064948
8155,A,WOODCREST,7,747,"WOODCREST NO. 7 MAP NO. 747",1996-04-16T00:00:00.000Z," ",,N,7,624841.37890625,3867.09984203218
8156,A,WOODCREST,3,748,"WOODCREST NO. 3 MAP NO. 748",1996-04-16T00:00:00.000Z," ",,N,10,3266493.74023438,7692.08408757413
8157,A,WOODCREST,2,746,"WOODCREST NO. 2 MAP NO. 746",1996-04-16T00:00:00.000Z," ",,N,6,424130.411132812,3246.67288169081
8159,A,WOODCREST,7,145,"WOODCREST NO. 7 MAP NO. 145",1972-01-11T00:00:00.000Z," ",,Y,2,196136.814453125,1860.11006508796
8162,A,WOODCREST,3,52,"WOODCREST NO. 3 MAP NO. 52",1970-02-24T00:00:00.000Z," ",,Y,1,489073.568359375,3440.45443281295
8163,A,WOODCREST,2,955,"WOODCREST NO. 2 MAP NO. 955",2005-11-15T00:00:00.000Z," ",,N,7,401691.017578125,2536.05577521756
8164,A,WOODCREST,7,104,"WOODCREST NO. 7 MAP NO. 104",1970-06-15T00:00:00.000Z," ",,Y,1,393908.94140625,2510.573769514
8165,A,WOODCREST,3,100,"WOODCREST NO. 3 MAP NO. 100",1970-10-19T00:00:00.000Z," ",,Y,3A,107648.399414062,1666.55245981279
8166,A,"EL SOBRANTE",1,163,"EL SOBRANTE NO. 1 MAP NO. 163",1972-01-25T00:00:00.000Z," ",,Y,2,208812.943359375,1958.15111893844
8172,A,WOODCREST,5,297,"WOODCREST NO. 5 MAP NO. 297",1974-02-26T00:00:00.000Z," ",,Y,2,1750463.06738281,7228.13543970595
8174,A,LAKEVIEW,1,323,"LAKEVIEW NO. 1 MAP NO. 323",1975-02-25T00:00:00.000Z," ",,Y,1,1998266.72460938,8539.2360121955
8175,A,LAKEVIEW,1,323,"LAKEVIEW NO. 1 MAP NO. 323",1975-02-25T00:00:00.000Z," ",,Y,1,1897859.04394531,6797.21106746481
8176,A,LAKEVIEW,1,323,"LAKEVIEW NO. 1 MAP NO. 323",1975-02-25T00:00:00.000Z," ",,Y,1,3519654.45507812,8319.70696295382
8178,A,WOODCREST,6,521,"WOODCREST NO. 6 MAP NO. 521",1981-03-10T00:00:00.000Z," ",,N,3,65923989.0253906,46753.3392059605
8179,A,WOODCREST,7,515,"WOODCREST NO. 7 MAP NO. 515",1982-02-02T00:00:00.000Z," ",,N,4,1457701.80273438,5886.82426442997
8182,A,"COACHELLA VALLEY",1,202,"COACHELLA VALLEY NO. 1 MAP NO. 202",1972-02-01T00:00:00.000Z," ",,Y,2,8555017.87988281,15772.3313677883
8185,A,"COACHELLA VALLEY",10,219,"COACHELLA VALLEY NO. 10 MAP NO. 219",1972-02-01T00:00:00.000Z," ",,Y,2,3411423.16308594,7880.35043489204
8187,A,"COACHELLA VALLEY",39,376,"COACHELLA VALLEY NO. 39 MAP NO. 376",1976-06-01T00:00:00.000Z," ",,Y,1,3366676.65625,7766.92464713679
8189,A,BLYTHE,4,626,"BLYTHE NO. 4 MAP NO. 626",1987-02-10T00:00:00.000Z," ",,Y,1,5248503.47167969,10503.689361105
8196,A,"COACHELLA VALLEY",10,151,"COACHELLA VALLEY NO. 10 MAP NO. 151",1972-01-11T00:00:00.000Z," ",,Y,1,3489738.92480469,7894.47136515649
8201,A,"COACHELLA VALLEY",61,506,"COACHELLA VALLEY NO. 61 MAP NO. 506",1979-04-17T00:00:00.000Z," ",,Y,1,5159128.98144531,10530.0634913776
8202,A,"COACHELLA VALLEY",61,506,"COACHELLA VALLEY NO. 61 MAP NO. 506",1979-04-17T00:00:00.000Z," ",,Y,1,3533351.32324219,7971.01789008709
8204,A,"COACHELLA VALLEY",86,678,"COACHELLA VALLEY NO. 86 MAP NO. 678",1989-03-07T00:00:00.000Z," ",,Y,1,3031795.35839844,7880.6280604946
8207,A,SAGE,4,434,"SAGE NO. 4 MAP NO. 434",1977-02-15T00:00:00.000Z," ",,Y,2,1986569.21386719,5665.1037561698
8208,A,SAGE,4,403,"SAGE NO. 4 MAP NO. 403",1977-02-15T00:00:00.000Z," ",,Y,1,6021556.04492188,13589.5481452622
8212,A,"COACHELLA VALLEY",12,138,"COACHELLA VALLEY NO. 12 MAP NO. 138",1971-02-08T00:00:00.000Z," ",,Y,1,3474032.62792969,7867.5554248801
8216,A,"COACHELLA VALLEY",12,138,"COACHELLA VALLEY NO. 12 MAP NO. 138",1971-02-08T00:00:00.000Z," ",,Y,1,1710859.91992188,5232.57773830406
8217,A,"COACHELLA VALLEY",12,160,"COACHELLA VALLEY NO. 12 MAP NO. 160",1972-01-18T00:00:00.000Z," ",,Y,2,3412198.98242188,7817.97616796802
8220,A,"COACHELLA VALLEY",15,181,"COACHELLA VALLEY NO. 15 MAP NO. 181",1972-01-18T00:00:00.000Z," ",,Y,2,1719282.59472656,5245.24637595721
8229,A,ANZA,1,413,"ANZA NO. 1 MAP NO. 413",1977-02-15T00:00:00.000Z," ",,Y,1,3625879.88085938,8081.91807954584
8231,A,"COACHELLA VALLEY",15,150,"COACHELLA VALLEY NO. 15 MAP NO. 150",1972-01-11T00:00:00.000Z," ",,Y,1,1507365.85449219,5246.58277926744
8233,A,"PERRIS VALLEY",1,615,"PERRIS VALLEY NO. 1 MAP NO. 615",1985-01-03T00:00:00.000Z," ",,N,2,872143.326171875,3960.64903963144
8235,A,"COACHELLA VALLEY",68,775,"COACHELLA VALLEY NO. 68 MAP NO. 775",1996-04-30T00:00:00.000Z," ",,N,1,421235.284179688,2596.75508273745
8236,A,"COACHELLA VALLEY",69,953,"COACHELLA VALLEY NO. 69 MAP NO. 953",2005-11-15T00:00:00.000Z," ",,N,1,24530975.0175781,35756.8446634036
8239,A,"COACHELLA VALLEY",32,262,"COACHELLA VALLEY NO. 32 MAP NO. 262",1973-10-02T00:00:00.000Z," ",,Y,1,3496391.49804688,7943.11650510426
8242,A,"COACHELLA VALLEY",25,824,"COACHELLA VALLEY NO. 25 MAP NO. 824",2000-11-14T00:00:00.000Z," ",,Y,1,3179488.171875,7777.00009080203
8243,A,"MURRIETA HOT SPRINGS",9,866,"MURRIETA HOT SPRINGS NO. 9 MAP NO. 866",," ",,N,2,27619032.1474609,21091.8436194314
8244,A,"RANCHO CALIFORNIA",7,295,"RANCHO CALIFORNIA NO. 7 MAP NO. 295",1974-02-19T00:00:00.000Z," ",,Y,1,1829129.27539062,5785.36147396609
8246,A,BLYTHE,8,627,"BLYTHE NO. 8 MAP NO. 627",1987-02-10T00:00:00.000Z," ",,Y,1,8766205.52929688,15659.3604300178
8247,A,SAGE,1,27,"SAGE NO. 1 MAP NO. 27",1969-07-07T00:00:00.000Z," ",,Y,1,3556582.89941406,8048.18761011859
8248,A,BLYTHE,8,627,"BLYTHE NO. 8 MAP NO. 627",1987-02-10T00:00:00.000Z," ",,Y,1,4954606.35058594,10325.9010009067
8250,A,"BAUTISTA CANYON",1,488,"BAUTISTA CANYON NO. 1 MAP NO. 488",1979-02-13T00:00:00.000Z," ",,Y,11,107601.739257812,1831.01421409615
8251,A,"BAUTISTA CANYON",1,99,"BAUTISTA CANYON NO. 1 MAP NO. 99",1970-05-11T00:00:00.000Z," ",,Y,4,1018131.69042969,4535.94931777706
8252,A,"BAUTISTA CANYON",1,233,"BAUTISTA CANYON NO. 1 MAP NO. 233",1973-08-07T00:00:00.000Z," ",,Y,7,388327.37890625,2484.95757498706
8253,A,"BAUTISTA CANYON",1,963,"BAUTISTA CANYON NO. 1 MAP NO. 963",2006-02-28T00:00:00.000Z," ",,N,17,300435.298828125,2225.59381312557
8256,A,"BAUTISTA CANYON",1,965,"BAUTISTA CANYON NO. 1 MAP NO. 965",2007-02-27T00:00:00.000Z," ",,N,18,1146827.15917969,6361.98480410226
8258,A,"BAUTISTA CANYON",1,230,"BAUTISTA CANYON NO. 1 MAP NO. 230",1973-08-07T00:00:00.000Z," ",,Y,6,613469.606445312,4095.89017233714
8261,A,"VALLE VISTA",1,249,"VALLE VISTA NO. 1 MAP NO. 249",1975-08-19T00:00:00.000Z," ",,Y,2,2121981.99316406,8057.77746688783
8267,A,"BAUTISTA CANYON",2,257,"BAUTISTA CANYON NO. 2 MAP NO. 257",1973-09-25T00:00:00.000Z," ",,Y,1,270685.635742188,3032.13324540783
8270,A,"BAUTISTA CANYON",2,276,"BAUTISTA CANYON NO. 2 MAP NO. 276",1973-12-11T00:00:00.000Z," ",,Y,2,2064943.90917969,6159.70941243281
8271,A,"BAUTISTA CANYON",2,467,"BAUTISTA CANYON NO. 2 MAP NO. 467",1978-02-14T00:00:00.000Z," ",,Y,4,1857197.59375,5680.23273606611
8276,A,WINCHESTER,10,962,"WINCHESTER NO. 10 MAP NO. 962",1970-02-24T00:00:00.000Z," ",,Y,3,433387.017578125,3237.58596451962
8277,A,WINCHESTER,4,814,"WINCHESTER NO. 4 MAP NO. 814",1999-07-20T00:00:00.000Z," ",,N,2,17960991.8789062,20706.9496498085
8278,A,"RANCHO CALIFORNIA",29,993,"RANCHO CALIFORNIA NO. 29 MAP NO. 993",2008-02-26T00:00:00.000Z," ",,N,2,1755435.68652344,5364.13079941529
8279,A,"RANCHO CALIFORNIA",20,669,"RANCHO CALIFORNIA NO. 20 MAP NO. 669",1990-01-23T00:00:00.000Z," ",,N,1,2075112.21679688,6507.46726082912
8280,A,"BAUTISTA CANYON",1,93,"BAUTISTA CANYON NO. 1 MAP NO. 93",1970-02-24T00:00:00.000Z," ",,Y,3,2877904.89160156,7589.23792075104
8283,A,"BAUTISTA CANYON",1,93,"BAUTISTA CANYON NO. 1 MAP NO. 93",1970-02-24T00:00:00.000Z," ",,Y,3,167689.305664062,3526.49588584366
8284,A,WINCHESTER,21,932,"WINCHESTER NO. 21 MAP NO. 932",2005-03-01T00:00:00.000Z," ",,N,1,151301.65234375,1778.6648308976
8285,A,WINCHESTER,21,932,"WINCHESTER NO. 21 MAP NO. 932",2005-03-01T00:00:00.000Z," ",,N,1,3609964.53125,11676.0373590007
8286,A,WINCHESTER,21,932,"WINCHESTER NO. 21 MAP NO. 932",2005-03-01T00:00:00.000Z," ",,N,1,215835.436523438,3918.19734606545
8287,A,WINCHESTER,21,932,"WINCHESTER NO. 21 MAP NO. 932",2005-03-01T00:00:00.000Z," ",,N,1,51120.515625,2034.04887914771
8288,A,WINCHESTER,27,931,"WINCHESTER NO. 27 MAP NO. 931",2005-03-29T00:00:00.000Z," ",,N,1,3392663.16308594,7805.50951449752
8291,A,WINCHESTER,27,931,"WINCHESTER NO. 27 MAP NO. 931",2005-03-29T00:00:00.000Z," ",,N,1,1689507.99316406,6566.81896628609
8293,A,WINCHESTER,22,698,"WINCHESTER NO. 22 MAP NO. 698",1994-02-15T00:00:00.000Z," ",,N,2,17201947.7011719,18347.6395305589
8310,A,"COACHELLA VALLEY",76,420,"COACHELLA VALLEY NO. 76 MAP NO. 420",1977-02-15T00:00:00.000Z," ",,N,1,2425308.59960938,9024.6930902717
8317,A,"COACHELLA VALLEY",76,451,"COACHELLA VALLEY NO. 76 MAP NO. 451",1977-09-27T00:00:00.000Z," ",,N,2,1687382.26855469,5196.68289564868
8318,A,MENIFEE,4,902,"MENIFEE NO. 4 MAP NO. 902",2003-12-16T00:00:00.000Z," ",,N,3,3710579.99316406,9774.08948419845
8320,A,"COACHELLA VALLEY",6,264,"COACHELLA VALLEY NO. 6 MAP NO. 264",1973-11-20T00:00:00.000Z," ",,Y,2,3245638.37792969,9547.09937902593
8321,A,"COACHELLA VALLEY",6,612,"COACHELLA VALLEY NO. 6 MAP NO. 612",1985-02-26T00:00:00.000Z," ",,Y,4,1737592.91894531,5275.42433821885
8324,A,"COACHELLA VALLEY",8,242,"COACHELLA VALLEY NO. 8 MAP NO. 242",1973-08-07T00:00:00.000Z," ",,Y,1,1847045.42578125,6734.10980207724
8325,A,"COACHELLA VALLEY",6,264,"COACHELLA VALLEY NO. 6 MAP NO. 264",1973-11-20T00:00:00.000Z," ",,Y,2,3520122.63183594,7931.37979350591
8329,A,"COACHELLA VALLEY",4,185,"COACHELLA VALLEY NO. 4 MAP NO. 185",1972-01-25T00:00:00.000Z," ",,Y,2,1584991.96191406,6397.42275022209
8330,A,"COACHELLA VALLEY",4,185,"COACHELLA VALLEY NO. 4 MAP NO. 185",1972-01-25T00:00:00.000Z," ",,Y,2,2624399.79980469,7949.38318833494
8331,A,"COACHELLA VALLEY",4,185,"COACHELLA VALLEY NO. 4 MAP NO. 185",1972-01-25T00:00:00.000Z," ",,Y,2,3015331.6171875,7279.75201961796
8333,A,"COACHELLA VALLEY",4,167,"COACHELLA VALLEY NO. 4 MAP NO. 167",1972-01-18T00:00:00.000Z," ",,Y,1,2524794.44921875,8961.65179332752
8334,A,"COACHELLA VALLEY",4,185,"COACHELLA VALLEY NO. 4 MAP NO. 185",1972-01-25T00:00:00.000Z," ",,Y,2,3864028.20605469,8643.70756869132
8336,A,"MURRIETA HOT SPRINGS",5,949,"MURRIETA HOT SPRINGS NO. 5 MAP NO. 949",2005-08-09T00:00:00.000Z," ",,N,2,2221878.85546875,7335.0746650211
8337,A,"COACHELLA VALLEY",24,954,"COACHELLA VALLEY NO. 24 MAP NO. 954",2005-11-15T00:00:00.000Z," ",,N,4,3545820.49609375,7966.11081684126
8338,A,MENIFEE,3,978,"MENIFEE NO. 3 MAP NO. 978",2007-02-27T00:00:00.000Z," ",,N,4,536504.4921875,3296.82622897553
8339,A,"MIRA LOMA",1,774,"MIRA LOMA NO. 1 MAP NO. 774",1996-04-30T00:00:00.000Z," ",1899-12-30T00:00:00.000Z,N,9,5877983.16601562,9708.02579642944
8340,A,"MIRA LOMA",1,681,"MIRA LOMA NO. 1 MAP NO.  681",1968-02-05T00:00:00.000Z," ",1899-12-30T00:00:00.000Z,N,5,1477927.42675781,10419.5819713263
8341,A,"MIRA LOMA",1,774,"MIRA LOMA NO. 1 MAP NO. 774",1996-04-30T00:00:00.000Z," ",1899-12-30T00:00:00.000Z,N,9,794889.6953125,5687.03372276795
8342,A,"MIRA LOMA",1,850,"MIRA LOMA NO. 1 MAP NO. 850",2002-02-05T00:00:00.000Z," ",,N,14,5356491.73046875,9258.55051959393
8343,A,"MIRA LOMA",1,919,"MIRA LOMA NO. 1 MAP NO. 919",2006-10-17T00:00:00.000Z," ",,N,16,2149447.00390625,6237.162003006
8344,A,"EL SOBRANTE",1,832,"EL SOBRANTE NO. 1 MAP NO. 832",2000-05-09T00:00:00.000Z," ",,N,18,808461.533203125,4076.4053427606
8345,A,HIGHGROVE,1,810,"HIGHGROVE NO. 1 MAP NO. 810",1999-06-20T00:00:00.000Z," ",,N,5,4923.5595703125,362.451357043684
8346,A,HIGHGROVE,1,798,"HIGHGROVE NO. 1 MAP NO. 798",1998-11-03T00:00:00.000Z," ",,N,4,86278.638671875,2436.99792554106
8347,A,"RANCHO CALIFORNIA",32,505,"RANCHO CALIFORNIA NO. 32 MAP NO. 505",1978-02-28T00:00:00.000Z," ",,N,1,793784.0625,4331.47412980062
8348,A,"RANCHO CALIFORNIA",32,793A,"RANCHO CALIFORNIA NO. 32 MAP NO. 793A",2001-08-28T00:00:00.000Z," ",,N,3,18231223.9589844,21240.9339761989
8350,A,"COACHELLA VALLEY",50,827,"COACHELLA VALLEY NO. 50 MAP NO. 827",2000-03-07T00:00:00.000Z," ",,N,1,4872103.21582031,11126.1082324052
8351,A,"COACHELLA VALLEY",50,827,"COACHELLA VALLEY NO. 50 MAP NO. 827",2000-03-07T00:00:00.000Z," ",,N,1,1587589.67578125,5198.97564689529
8353,A,"COACHELLA VALLEY",1,28A,"COACHELLA VALLEY NO. 1 MAP NO. 28A",1970-02-24T00:00:00.000Z," ",,Y,1,1597952.77050781,6142.85461703915
8358,A,"COACHELLA VALLEY",58,381,"COACHELLA VALLEY NO. 58 MAP NO. 381",1976-06-29T00:00:00.000Z," ",,N,1,2942211.78515625,7148.75936195739
8360,A,SAGE,4,813,"SAGE NO. 4 MAP NO. 813",1999-08-24T00:00:00.000Z," ",,N,4,784281.012695312,3575.82425668095
8365,A,"MIRA LOMA",1,919,"MIRA LOMA NO. 1 MAP NO. 919",2006-09-26T00:00:00.000Z," ",,N,16,2050189.3671875,6286.50592801506
8366,A,"MIRA LOMA",2,879,"MIRA LOMA NO. 2 MAP NO. 879",2003-04-08T00:00:00.000Z," ",,N,20,3300793.23730469,7830.40460116285
8367,A,"MIRA LOMA",2,926,"MIRA LOMA NO. 2 MAP NO. 926",2005-03-15T00:00:00.000Z," ",,N,29,1739114.5,6556.73591939274
8368,A,"MIRA LOMA",10,936,"MIRA LOMA NO. 10 MAP NO. 936",," ",,Y,6,503563.80859375,3617.58095804573
8369,A,"MIRA LOMA",2,595,"MIRA LOMA NO. 2 MAP NO. 595",1985-05-07T00:00:00.000Z," ",,N,7,1680455.63183594,5185.30115281967
8370,A,"MIRA LOMA",2,882,"MIRA LOMA NO. 2 MAP NO. 882",2006-09-26T00:00:00.000Z," ",,N,22,5066144.47949219,10435.8379939767
8371,A,"MIRA LOMA",2,959,"MIRA LOMA NO. 2 MAP NO. 959",2005-12-20T00:00:00.000Z," ",,N,31,2110808.96386719,5846.47979102
8372,A,"MIRA LOMA",5,885,"MIRA LOMA NO. 5 MAP NO. 885",2004-07-27T00:00:00.000Z," ",,N,8,2007504.77246094,5691.00077970467
8374,A,"SAN GORGONIO PASS",6,721,"SAN GORGONIO PASS NO. 6 MAP NO. 721",1975-10-07T00:00:00.000Z," ",,Y,2,6523003.22363281,10182.9019082963
8375,A,"MIRA LOMA",5,960,"MIRA LOMA NO. 5 MAP NO. 960",2005-11-29T00:00:00.000Z," ",,N,10,1657532.58691406,5140.27726088494
8376,A,"MIRA LOMA",5,869,"MIRA LOMA NO. 5 MAP NO. 869",2003-02-04T00:00:00.000Z," ",,N,7,2978926.96484375,9112.86519924525
8377,A,"MIRA LOMA",16,870,"MIRA LOMA NO. 16 MAP NO. 870",2002-11-26T00:00:00.000Z," ",,N,1,5423151.76464844,10795.8273687609
8378,A,WOODCREST,3,748,"WOODCREST NO. 3 MAP NO. 748",1996-04-16T00:00:00.000Z," ",,N,10,5252912.34082031,10556.7209751843
8379,A,WOODCREST,3,748,"WOODCREST NO. 3 MAP NO. 748",1996-04-16T00:00:00.000Z," ",,N,10,3204646.79394531,9766.60162877812
8380,A,"EL SOBRANTE",1,48,"EL SOBRANTE NO. 1 MAP NO. 48",1970-02-09T00:00:00.000Z," ",,Y,1,397245.171875,3022.88156980485
8381,A,"EL SOBRANTE",1,819,"EL SOBRANTE NO. 1 MAP NO. 819",1969-02-24T00:00:00.000Z," ",,Y,14,513411.754882812,2913.41080781127
8382,A,WOODCREST,4,983,"WOODCREST NO. 4 MAP NO. 983",1969-04-14T00:00:00.000Z," ",,Y,30,885458.798828125,3983.43127041662
8383,A,"MIRA LOMA",11,325,"MIRA LOMA NO. 11 MAP NO. 325",1975-02-25T00:00:00.000Z," ",,Y,1,1392039.20214844,5330.16889186619
8384,A,"MURRIETA HOT SPRINGS",5,949,"MURRIETA HOT SPRINGS NO. 5 MAP NO. 949",2005-08-09T00:00:00.000Z," ",,N,2,2455561.13867188,7229.57349925328
8385,A,"MIRA LOMA",2,841,"MIRA LOMA NO. 2 MAP NO. 841",2003-02-04T00:00:00.000Z," ",,N,16,1321486.82226562,4645.26301367983
8386,A,"MIRA LOMA",2,890,"MIRA LOMA NO. 2 MAP NO. 890",2003-04-08T00:00:00.000Z," ",,N,24,651289.708984375,3339.92136882085
