OBJECTID,STATUS,AP_NAME,AP_NUMBER,MAP_NUMBER,AP_FULL_NAME,ADOPTED_DATE,CROP_TYPE,NONR_DATE,ACTIVE,AMENDMENT_NO,SHAPESTArea,SHAPESTLength
8694,A,"COACHELLA VALLEY",17,778,"COACHELLA VALLEY NO. 17 MAP NO. 778",1996-02-17T00:00:00.000Z," ",,Y,1,1765102.44433594,5314.58510003634
8696,A,"RANCHO CALIFORNIA",9,927,"RANCHO CALIFORNIA NO. 9 MAP NO. 927",2004-08-24T00:00:00.000Z," ",,N,3,770793.43359375,4314.14305502327
8697,A,"RANCHO CALIFORNIA",19,430,"RANCHO CALIFORNIA NO. 19 MAP NO. 430",1977-02-15T00:00:00.000Z," ",,Y,3,1672054.54101562,6465.98711177642
8699,A,"COACHELLA VALLEY",52,911,"COACHELLA VALLEY NO. 52 MAP NO. 911",2006-08-29T00:00:00.000Z," ",,N,1,1296394.140625,5047.73510337642
8700,A,"COACHELLA VALLEY",33,972,"COACHELLA VALLEY NO. 33 MAP NO. 972",2006-08-29T00:00:00.000Z," ",,N,4,784403.607421875,3794.06877318852
8701,A,"COACHELLA VALLEY",33,883,"COACHELLA VALLEY NO. 33 MAP NO. 883",2003-03-11T00:00:00.000Z," ",,N,1,821912.143554688,3852.31097413165
8702,A,"COACHELLA VALLEY",33,956,"COACHELLA VALLEY NO. 33 MAP NO. 956",2005-09-27T00:00:00.000Z," ",,N,3,881250.426757812,3944.98886015129
8703,A,"COACHELLA VALLEY",33,924,"COACHELLA VALLEY NO. 33 MAP NO. 924",2004-08-10T00:00:00.000Z," ",,N,2,1648187.61914062,5128.1986736502
8704,A,"SAN JACINTO",11,893,"SAN JACINTO NO. 11 MAP NO. 893",1977-02-15T00:00:00.000Z," ",,N,2,4821212.13964844,12520.6481027838
8705,A,"TIN MINE CANYON",1,653,"TIN MINE CANYON NO. 1 MAP NO. 653",1987-12-22T00:00:00.000Z," ",,N,2,2471226.21484375,6929.60377171165
8706,A,"VALLE VISTA",1,470,"VALLE VISTA NO. 1 MAP NO. 470",1978-02-21T00:00:00.000Z," ",,N,4,2391553.66210938,6416.88023197141
8707,A,WINCHESTER,5,834,"WINCHESTER NO. 5 MAP NO. 834",2000-04-25T00:00:00.000Z," ",,N,13,19920532.2763672,17722.1743839005
8708,A,WINCHESTER,5,818,"WINCHESTER NO. 5 MAP NO. 818",1999-11-02T00:00:00.000Z," ",,N,12,441824.432617188,2943.46400861485
8709,A,WINCHESTER,5,811,"WINCHESTER NO. 5 MAP NO. 811",2000-01-25T00:00:00.000Z," ",,N,11,880815.96875,3929.1521412616
8710,A,WINCHESTER,5,647A,"WINCHESTER NO. 5 MAP NO. 647A",1989-04-25T00:00:00.000Z," ",,N,8,12346091.0146484,18850.4453974225
8711,A,"SAN GORGONIO PASS",7,563,"SAN GORGONIO PASS NO. 7 MAP NO. 563",1988-11-18T00:00:00.000Z," ",,N,2,64068377.3740234,48925.6872690388
8712,A,"SAN GORGONIO PASS",7,424,"SAN GORGONIO PASS NO. 7 MAP NO. 424",1977-02-15T00:00:00.000Z," ",,N,1,3450429.84277344,8794.11054183803
8713,A,"SAN GORGONIO PASS",7,563,"SAN GORGONIO PASS NO. 7 MAP NO. 563",1988-11-08T00:00:00.000Z," ",,N,2,5479196.45019531,11928.1168594489
8714,A,WINCHESTER,5,272,"WINCHESTER NO. 5 MAP NO. 272",1973-12-11T00:00:00.000Z," ",,N,1,1500386.53808594,6037.50066215457
8715,A,WINCHESTER,5,559,"WINCHESTER NO. 5 MAP NO. 559",1985-12-17T00:00:00.000Z," ",,N,5,1706532.23339844,5839.8775661568
8716,A,WINCHESTER,5,602,"WINCHESTER NO. 5 MAP NO. 602",1985-05-07T00:00:00.000Z," ",,N,7,438915.4140625,2650.09024669862
8717,A,WINCHESTER,5,834,"WINCHESTER NO. 5 MAP NO. 834",2000-04-25T00:00:00.000Z," ",,N,13,2611937.87597656,7601.10031295827
8718,A,WINCHESTER,5,339,"WINCHESTER NO. 5 MAP NO. 339",1975-10-07T00:00:00.000Z," ",,N,3,6562094.17285156,10587.1845556618
8719,A,WINCHESTER,5,307,"WINCHESTER NO. 5 MAP NO. 307",1974-05-28T00:00:00.000Z," ",,N,2,6989414.77246094,10573.8468193179
8720,A,WINCHESTER,5,374,"WINCHESTER NO. 5 MAP NO. 374",1976-06-01T00:00:00.000Z," ",,N,4,1059932.37890625,5200.63839899559
8721,A,WINCHESTER,7,670,"WINCHESTER NO. 7 MAP NO. 670",1991-05-21T00:00:00.000Z," ",,N,1,15044336.7832031,16719.7119046275
8722,A,WINCHESTER,8,671,"WINCHESTER NO. 8 MAP NO. 671",1990-01-23T00:00:00.000Z," ",,N,1,13934183.0068359,21165.4213597961
8723,A,WINCHESTER,9,672,"WINCHESTER NO. 9 MAP NO. 672",1991-05-21T00:00:00.000Z," ",,N,1,4830352,9944.38227114125
8724,A,WINCHESTER,13,564,"WINCHESTER NO. 13 MAP NO. 564",1964-11-13T00:00:00.000Z," ",,Y,1,23834209.5410156,27747.3652795798
8725,A,WINCHESTER,23,492,"WINCHESTER NO. 23 MAP NO. 492",1980-05-27T00:00:00.000Z," ",,N,1,4701967.35839844,8861.65938218435
8727,A,WINCHESTER,24,938,"WINCHESTER NO. 24 MAP NO. 938",2005-02-15T00:00:00.000Z," ",,N,1,3438293.14746094,7793.78241760207
8728,A,WINCHESTER,25,561,"WINCHESTER NO. 25 MAP NO. 561",1983-05-24T00:00:00.000Z," ",,N,1,6932531.46679688,13418.2363577358
8729,A,WINCHESTER,26,966,"WINCHESTER NO. 26 MAP NO. 966",2006-08-29T00:00:00.000Z," ",,N,1,5564084.8359375,9988.36569948174
8730,A,WOODCREST,1,357,"WOODCREST NO. 1 MAP NO. 357",1976-02-03T00:00:00.000Z," ",,N,2,230082.317382812,2014.47333955078
8731,A,WOODCREST,1,864,"WOODCREST NO. 1 MAP NO. 864",2002-08-27T00:00:00.000Z," ",,N,5,5277459.63671875,10625.6591246173
8732,A,WOODCREST,1,648,"WOODCREST NO. 1 MAP NO. 648",1987-12-22T00:00:00.000Z," ",,N,4,879022.000976562,3971.75163325197
8733,A,WOODCREST,1,638,"WOODCREST NO. 1 MAP NO. 638",1987-12-22T00:00:00.000Z," ",,N,3,2451411.59570312,7591.9320083272
8734,A,WOODCREST,1,946,"WOODCREST NO. 1 MAP NO. 946",2006-10-17T00:00:00.000Z," ",,N,6,46083.080078125,935.515604840132
8735,A,WOODCREST,1,124,"WOODCREST NO. 1 MAP NO. 124",1971-02-08T00:00:00.000Z," ",,Y,1,601584.174804688,3289.86753909955
8736,A,WOODCREST,2,674,"WOODCREST NO. 2 MAP NO. 674",1990-01-16T00:00:00.000Z," ",,N,4,783165.127929688,3740.60406637746
8737,A,WOODCREST,3,442,"WOODCREST NO. 3 MAP NO. 442",1977-11-10T00:00:00.000Z," ",,N,5,1710695.07421875,5232.82026582158
8738,A,WOODCREST,3,649,"WOODCREST NO. 3 MAP NO. 649",1989-04-11T00:00:00.000Z," ",,N,7,423941.573242188,3251.66259120839
8739,A,WOODCREST,3,650,"WOODCREST NO. 3 MAP NO. 650",1987-12-22T00:00:00.000Z," ",,N,8,1745722.32226562,5285.73123994965
8740,A,WOODCREST,3,659,"WOODCREST NO. 3 MAP NO. 659",1989-04-11T00:00:00.000Z," ",,N,9,3447410.68652344,7875.77551372938
8741,A,WOODCREST,4,734,"WOODCREST NO. 4 MAP NO. 734",1993-08-10T00:00:00.000Z," ",,N,23,1254674.06933594,5230.21347080205
8742,A,WOODCREST,4,722,"WOODCREST NO. 4 MAP NO. 722",1991-12-17T00:00:00.000Z," ",,N,21,1681006.15136719,5187.4002616503
8743,A,WOODCREST,4,722,"WOODCREST NO. 4 MAP NO. 722",1991-12-17T00:00:00.000Z," ",,N,21,837571,3858.04542491468
8744,A,WOODCREST,4,735,"WOODCREST NO. 4 MAP NO. 735",1993-08-10T00:00:00.000Z," ",,N,24,798469.06640625,3796.61321245761
8745,A,WOODCREST,4,843,"WOODCREST NO. 4 MAP NO. 843",2001-03-20T00:00:00.000Z," ",,N,25,879565.258789062,3982.88052043038
8746,A,WOODCREST,4,224,"WOODCREST NO. 4 MAP NO. 224",1973-06-12T00:00:00.000Z," ",,N,6,163904.676757812,2366.57835418861
8747,A,WOODCREST,4,632,"WOODCREST NO. 4 MAP NO. 632",1987-12-22T00:00:00.000Z," ",,N,15,883510.358398438,4265.14536183389
8748,A,WOODCREST,4,665,"WOODCREST NO. 4 MAP NO. 665",1990-01-16T00:00:00.000Z," ",,N,19,436122.202148438,2704.83676462749
8749,A,WOODCREST,4,665,"WOODCREST NO. 4 MAP NO. 665",1990-01-16T00:00:00.000Z," ",,N,19,879793.794921875,3974.44981895666
8750,A,WOODCREST,4,631,"WOODCREST NO. 4 MAP NO. 631",1987-12-22T00:00:00.000Z," ",,N,14,428336.514648438,2725.81434393379
8751,A,WOODCREST,4,639,"WOODCREST NO. 4 MAP NO. 639",1987-12-22T00:00:00.000Z," ",,N,16,1872877.57910156,8349.16770784419
8752,A,WOODCREST,4,639,"WOODCREST NO. 4 MAP NO. 639",1987-12-22T00:00:00.000Z," ",,N,16,468998.463867188,3383.03721256772
8753,A,WOODCREST,4,733,"WOODCREST NO. 4 MAP NO. 733",1993-08-10T00:00:00.000Z," ",,N,22,529004.370117188,2917.4899010623
8754,A,WOODCREST,4,651,"WOODCREST NO. 4 MAP NO. 651",1987-12-22T00:00:00.000Z," ",,N,17,1041801.87109375,4299.41455000057
8755,A,WOODCREST,4,852,"WOODCREST NO. 4 MAP NO. 852",2002-02-05T00:00:00.000Z," ",,N,26,743657.848632812,3875.57668779637
8756,A,WOODCREST,4,722,"WOODCREST NO. 4 MAP NO. 722",1991-12-17T00:00:00.000Z," ",,N,21,1175788.14453125,5697.4239256009
8757,A,WOODCREST,4,722,"WOODCREST NO. 4 MAP NO. 722",1991-12-17T00:00:00.000Z," ",,N,21,5816539.90429688,10360.173492673
8758,A,WOODCREST,4,722,"WOODCREST NO. 4 MAP NO. 722",1991-12-17T00:00:00.000Z," ",,N,21,3297924.45605469,7740.30866533407
8759,A,WOODCREST,4,665,"WOODCREST NO. 4 MAP NO. 665",1990-01-16T00:00:00.000Z," ",,N,19,2991984.01367188,7609.45821837422
8760,A,WOODCREST,4,856,"WOODCREST NO. 4 MAP NO. 856",2002-08-27T00:00:00.000Z," ",,N,27,947877.841796875,5036.44644213727
8761,A,WOODCREST,4,857,"WOODCREST NO. 4 MAP NO. 857",2002-08-27T00:00:00.000Z," ",,N,28,1063768.41894531,5173.35782169998
8762,A,WOODCREST,4,639,"WOODCREST NO. 4 MAP NO. 639",1987-12-22T00:00:00.000Z," ",,N,16,428340.749023438,2618.05293890731
8763,A,WOODCREST,4,631,"WOODCREST NO. 4 MAP NO. 631",1987-12-22T00:00:00.000Z," ",,N,14,661123.665039062,3324.17798901705
8764,A,WOODCREST,4,543,"WOODCREST NO. 4 MAP NO. 543",1983-02-15T00:00:00.000Z," ",,N,10,400067.107421875,2532.17971277318
8765,A,WOODCREST,5,603,"WOODCREST NO. 5 MAP NO. 603",1985-05-07T00:00:00.000Z," ",,N,4,1694058.43652344,6517.06497317619
8766,A,WOODCREST,5,606,"WOODCREST NO. 5 MAP NO. 606",1984-12-13T00:00:00.000Z," ",,N,5,24348934.8427734,23670.1571681324
8768,A,WOODCREST,5,948,"WOODCREST NO. 5 MAP NO. 948",2005-06-07T00:00:00.000Z,8,,N,8,3511661.75878906,9633.41524543509
8770,A,WOODCREST,5,675,"WOODCREST NO. 5 MAP NO. 675",1990-01-16T00:00:00.000Z," ",,N,6,3374468.83007812,7786.23309666859
8771,A,WOODCREST,6,223B,"WOODCREST NO. 6 MAP NO. 223B",1973-02-27T00:00:00.000Z," ",,N,2,1211176.85742188,5110.01241256721
8772,A,WOODCREST,6,164,"WOODCREST NO. 6 MAP NO. 164",0972-02-01T00:00:00.000Z," ",,N,1,2208878.71777344,7985.98132189516
8773,A,WOODCREST,7,677,"WOODCREST NO. 7 MAP NO. 677",1990-01-16T00:00:00.000Z," ",,N,5,765272.734375,4362.14566200227
8776,A,"MIRA LOMA",1,781,"MIRA LOMA NO. 1 MAP NO. 781",1998-03-17T00:00:00.000Z," ",1899-12-30T00:00:00.000Z,N,11,7732.943359375,463.716490892615
8777,A,"MIRA LOMA",1,781,"MIRA LOMA NO. 1 MAP NO. 781",1998-03-17T00:00:00.000Z," ",1899-12-30T00:00:00.000Z,N,11,922.373046875,1412.88280673065
8778,A,"MIRA LOMA",1,681,"MIRA LOMA NO. 1 MAP NO.  681",1968-02-05T00:00:00.000Z," ",1899-12-30T00:00:00.000Z,Y,5,23.603515625,203.786139135684
8779,A,"MIRA LOMA",1,681,"MIRA LOMA NO. 1 MAP NO.  681",1968-02-05T00:00:00.000Z," ",1899-12-30T00:00:00.000Z,Y,5,128.955078125,886.090733618684
8780,A,TEMECULA,4,623,"TEMECULA NO. 4 MAP NO. 623",," ",,N,2,3805350.04882812,10294.1597594111
8781,A,TEMECULA,4,465,"TEMECULA NO. 4 MAP NO. 465",1979-09-18T00:00:00.000Z," ",,N,1,1490971.53515625,5258.25812988487
8783,A,"MIRA LOMA",4,888,"MIRA LOMA NO. 4 MAP NO. 888",2006-07-11T00:00:00.000Z," ",,N,6,1458773.515625,5082.63457694177
8786,A,"MIRA LOMA",6,891,"MIRA LOMA NO. 6 MAP NO. 891",2004-03-16T00:00:00.000Z," ",,N,6,3414257.00097656,8439.97253044949
8787,A,"MIRA LOMA",6,877,"MIRA LOMA NO. 6 MAP NO. 877",2004-03-16T00:00:00.000Z," ",,N,4,1102892.09179688,4928.67342598294
8788,A,"MIRA LOMA",6,878,"MIRA LOMA NO. 6 MAP NO. 878",2003-04-08T00:00:00.000Z," ",,N,5,2049490.00683594,6036.83273466617
8789,A,"MIRA LOMA",6,277,"MIRA LOMA NO. 6 MAP NO. 277",1973-12-11T00:00:00.000Z," ",,N,2,65027.3837890625,1069.54281950053
8790,A,"MIRA LOMA",6,607,"MIRA LOMA NO. 6 MAP NO. 607",0984-12-04T00:00:00.000Z," ",,N,3,2100844.3671875,6507.65093971172
8792,A,"MIRA LOMA",7,259,"MIRA LOMA NO. 7 MAP NO. 259",1973-10-02T00:00:00.000Z," ",,N,1,509312.618164062,2982.82897188717
8793,A,"MIRA LOMA",8,179,"MIRA LOMA NO. 8 MAP NO. 179",1972-01-18T00:00:00.000Z," ",,Y,1,1952431.9375,8047.85712439103
8794,A,"MIRA LOMA",8,908,"MIRA LOMA NO. 8 MAP NO. 908",2004-03-30T00:00:00.000Z," ",,N,3,3015628.52636719,7034.248426144
8795,A,"MIRA LOMA",8,908,"MIRA LOMA NO. 8 MAP NO. 908",2004-03-30T00:00:00.000Z," ",,N,3,2674630.01367188,7372.89042866659
8796,A,"MIRA LOMA",9,790,"MIRA LOMA NO. 9 MAP NO. 790",2002-04-23T00:00:00.000Z," ",,N,1,5179242.07324219,11799.4709924873
8797,A,"MIRA LOMA",10,922,"MIRA LOMA NO. 10 MAP NO. 922",2006-02-28T00:00:00.000Z," ",,N,5,2537211.33789062,7102.93666355984
8798,A,"MIRA LOMA",10,880,"MIRA LOMA NO. 10 MAP NO. 880",2005-10-18T00:00:00.000Z," ",,N,4,796581.1328125,3732.55359049416
8799,A,"MIRA LOMA",11,921,"MIRA LOMA NO. 11 MAP NO. 921",2004-07-27T00:00:00.000Z," ",,N,4,1382672.48535156,5342.83671037976
8800,A,"MIRA LOMA",11,917,"MIRA LOMA NO. 11 MAP NO. 917",2004-04-13T00:00:00.000Z," ",,N,3,3093544.83886719,8625.04620702616
8801,A,"MIRA LOMA",11,957,"MIRA LOMA NO. 11 MAP NO. 957",2005-09-27T00:00:00.000Z," ",,N,5,2777502.26367188,7900.47127844322
8802,A,"MIRA LOMA",12,875,"MIRA LOMA NO. 12 MAP NO. 875",2002-12-17T00:00:00.000Z," ",,N,1,1601255.5078125,6851.73643422912
8803,A,"MIRA LOMA",12,928,"MIRA LOMA NO. 12 MAP NO. 928",2004-10-05T00:00:00.000Z," ",,N,2,4984860.62011719,9561.76532606221
8804,A,"MIRA LOMA",13,700,"MIRA LOMA NO. 13 MAP NO. 700",1992-03-24T00:00:00.000Z," ",,N,2,6932977.70117188,10534.462731066
8805,A,"MIRA LOMA",14,599,"MIRA LOMA NO. 14 MAP NO. 599",1985-05-07T00:00:00.000Z," ",,N,1,2184232.6796875,5933.30120985901
8806,A,"MIRA LOMA",17,680,"MIRA LOMA NO. 17 MAP NO. 680",1990-01-02T00:00:00.000Z," ",,N,1,1339352.15722656,6282.73954403486
8807,A,"MIRA LOMA",17,680,"MIRA LOMA NO. 17 MAP NO. 680",1990-01-02T00:00:00.000Z," ",,N,1,742505.774414062,3575.05846678213
8808,A,"MIRA LOMA",17,680,"MIRA LOMA NO. 17 MAP NO. 680",1990-01-02T00:00:00.000Z," ",,N,1,797449.112304688,3715.35857319756
8809,A,"MURRIETA HOT SPRINGS",1,248,"MURRIETA HOT SPRINGS NO. 1 MAP NO. 248",1973-09-11T00:00:00.000Z," ",,N,1,2462109.0859375,7291.55923494267
8810,A,"MURRIETA HOT SPRINGS",1,248,"MURRIETA HOT SPRINGS NO. 1 MAP NO. 248",1973-09-11T00:00:00.000Z," ",,N,1,200163.8359375,2205.71104967013
8811,A,"MURRIETA HOT SPRINGS",4,738,"MURRIETA HOT SPRINGS NO. 4 MAP NO. 738",1994-09-27T00:00:00.000Z," ",,N,2,6902987.97558594,12858.1060128674
8812,A,"MURRIETA HOT SPRINGS",4,690,"MURRIETA HOT SPRINGS NO. 4 MAP NO. 690",1989-02-21T00:00:00.000Z," ",,N,1,852394.2109375,3704.56214331193
8813,A,"MIRA LOMA",4,596,"MIRA LOMA NO. 4 MAP NO. 596",1985-05-07T00:00:00.000Z," ",,N,1,851243.3828125,3895.28635013231
8815,A,"MIRA LOMA",19,898,"MIRA LOMA NO. 19 MAP NO. 898",2003-12-23T00:00:00.000Z," ",,N,4,3388959.06640625,7799.30899481954
8816,A,"MIRA LOMA",19,786,"MIRA LOMA NO. 19 MAP NO. 786",1998-03-17T00:00:00.000Z," ",,N,3,2200466.94140625,6012.79744133329
8817,A,"MIRA LOMA",19,786,"MIRA LOMA NO. 19 MAP NO. 786",1998-03-17T00:00:00.000Z," ",,N,3,940927.505859375,4054.84201848373
8818,A,"MURRIETA HOT SPRINGS",6,789,"MURRIETA HOT SPRINGS NO. 6 MAP NO. 789",1972-05-26T00:00:00.000Z," ",,N,3,7224264.55664062,10758.4739244792
8819,A,"MURRIETA HOT SPRINGS",7,739,"MURRIETA HOT SPRINGS NO. 7 MAP NO. 739",1994-09-27T00:00:00.000Z," ",,N,3,2685829.94628906,8130.8452767446
8820,A,"MURRIETA HOT SPRINGS",7,692,"MURRIETA HOT SPRINGS NO. 7 MAP NO. 692",1989-02-21T00:00:00.000Z," ",,N,2,3845422.54882812,8291.05687465272
8821,A,"MURRIETA HOT SPRINGS",7,739,"MURRIETA HOT SPRINGS NO. 7 MAP NO. 739",1994-09-27T00:00:00.000Z," ",,N,3,5828079.90234375,9773.6559235325
8824,A,"PERRIS VALLEY",1,137,"PERRIS VALLEY NO. 1 MAP NO. 137",1970-12-28T00:00:00.000Z," ",,N,1,3552804.78320312,7924.4003338592
8825,A,"PERRIS VALLEY",3,275,"PERRIS VALLEY NO. 3 MAP NO. 275",1973-12-20T00:00:00.000Z," ",,N,3,3410757.265625,9185.56503124822
8826,A,"PERRIS VALLEY",3,275,"PERRIS VALLEY NO. 3 MAP NO. 275",1973-12-20T00:00:00.000Z," ",,N,3,1343358.63671875,4705.57289449901
8827,A,"RANCHO CALIFORNIA",1,853A,"RANCHO CALIFORNIA NO. 1 MAP NO. 853A",2002-04-23T00:00:00.000Z," ",,N,6,1771851.42675781,5880.21365649598
8828,A,"RANCHO CALIFORNIA",1,853A,"RANCHO CALIFORNIA NO. 1 MAP NO. 853A",2002-04-23T00:00:00.000Z," ",,N,6,8137169.73339844,15190.3837853851
8829,A,"RANCHO CALIFORNIA",1,502,"RANCHO CALIFORNIA NO. 1 MAP NO. 502",1980-03-18T00:00:00.000Z," ",,N,5,2129785.71582031,6864.00617190841
8830,A,"RANCHO CALIFORNIA",7,668,"RANCHO CALIFORNIA NO. 7 MAP NO. 668",1991-07-23T00:00:00.000Z," ",,N,6,7443746.42285156,11301.1558071218
8831,A,"RANCHO CALIFORNIA",7,668,"RANCHO CALIFORNIA NO. 7 MAP NO. 668",1991-07-23T00:00:00.000Z," ",,N,6,20856372.9814453,20058.0325126039
8832,A,"RANCHO CALIFORNIA",7,816,"RANCHO CALIFORNIA NO. 7 MAP NO. 816",1999-08-24T00:00:00.000Z," ",,N,7,3545373.09375,8009.76812118415
8833,A,"RANCHO CALIFORNIA",11,853B,"RANCHO CALIFORNIA NO. 11 MAP NO. 853B",2002-04-23T00:00:00.000Z," ",,N,5,3672698.42675781,8020.4980197051
8834,A,"RANCHO CALIFORNIA",19,408,"RANCHO CALIFORNIA NO. 19 MAP NO. 408",1969-02-24T00:00:00.000Z," ",,N,2,796277.684570312,4033.47581282757
8835,A,"RANCHO CALIFORNIA",19,494,"RANCHO CALIFORNIA NO. 19 MAP NO. 494",1982-02-09T00:00:00.000Z," ",,Y,7,1642819.19335938,7460.79208391412
8836,A,SAGE,3,273,"SAGE NO. 3 MAP NO. 273",1973-12-11T00:00:00.000Z," ",,N,1,5172888.84277344,13703.5421997326
8838,A,"MIRA LOMA",1,781,"MIRA LOMA NO. 1 MAP NO. 781",1998-03-17T00:00:00.000Z," ",,N,11,968461.5859375,8340.56364150533
8839,A,"RANCHO CALIFORNIA",11,373,"RANCHO CALIFORNIA NO. 11 MAP NO. 373",1975-02-04T00:00:00.000Z," ",,N,2,1257175.44921875,5422.13852198075
8840,A,"RANCHO CALIFORNIA",11,853B,"RANCHO CALIFORNIA NO. 11 MAP NO. 853B",2002-04-23T00:00:00.000Z," ",,N,5,9439407.52832031,13298.3815640928
8841,A,"RANCHO CALIFORNIA",11,846,"RANCHO CALIFORNIA NO. 11 MAP NO. 846",2001-03-20T00:00:00.000Z," ",,N,4,996978.250976562,4004.43527306037
8842,A,"RANCHO CALIFORNIA",19,600,"RANCHO CALIFORNIA NO. 19 MAP NO. 600",1985-05-07T00:00:00.000Z," ",,N,8,1825346.48632812,7971.3899690898
8843,A,"RANCHO CALIFORNIA",20,779,"RANCHO CALIFORNIA NO. 20 MAP NO. 779",1997-01-28T00:00:00.000Z," ",,N,2,236719.766601562,2453.33377987001
8844,A,"RANCHO CALIFORNIA",20,779,"RANCHO CALIFORNIA NO. 20 MAP NO. 779",1997-01-28T00:00:00.000Z," ",,N,2,626680.505859375,3595.117612822
8845,A,"RANCHO CALIFORNIA",25,560,"RANCHO CALIFORNIA NO. 25 MAP NO. 560",1983-05-24T00:00:00.000Z," ",,N,1,421794.09765625,3026.83848443844
8846,A,SAGE,3,719,"SAGE NO. 3 MAP NO. 719",1999-05-11T00:00:00.000Z," ",,N,4,6646001.19140625,11096.2241881485
8847,A,SAGE,3,450,"SAGE NO. 3 MAP NO. 450",1977-12-06T00:00:00.000Z," ",,N,3,10058754.2714844,16625.2773159747
8848,A,SAGE,3,446,"SAGE NO. 3 MAP NO. 446",1977-12-06T00:00:00.000Z," ",,N,2,5997931.61425781,13506.3238742506
8849,A,SAGE,5,635,"SAGE NO. 5 MAP NO. 635",1987-12-22T00:00:00.000Z," ",,N,2,9212260.69726562,16832.858880855
8850,A,SAGE,5,379,"SAGE NO. 5 MAP NO. 379",1976-07-27T00:00:00.000Z," ",,N,1,1733299.33105469,5185.45043882182
8851,A,SAGE,5,635,"SAGE NO. 5 MAP NO. 635",1987-12-22T00:00:00.000Z," ",,N,2,1743605.02929688,5282.08380248111
8853,A,"SAN GORGONIO PASS",8,619,"SAN GORGONIO PASS NO. 8 MAP NO. 619",1986-05-27T00:00:00.000Z," ",,N,1,4802048.17675781,15860.5118778006
8856,A,"SAN JACINTO",1,562,"SAN JACINTO NO. 1 MAP NO. 562",1985-05-07T00:00:00.000Z," ",,N,2,3725203.66210938,8989.07729544634
8858,A,"SAN JACINTO",3,386,"SAN JACINTO NO. 3 MAP NO. 386",1976-08-17T00:00:00.000Z," ",,N,2,1108959.26464844,5461.08573833925
8860,A,"SAN JACINTO",3,286,"SAN JACINTO NO. 3 MAP NO. 286",1974-02-19T00:00:00.000Z," ",,N,1,2228543.39355469,6314.55870623578
8861,A,"SAN JACINTO",3,544,"SAN JACINTO NO. 3 MAP NO. 544",1982-06-15T00:00:00.000Z," ",,N,4,661398.111328125,3455.52616294221
8863,A,"SAN JACINTO",5,548,"SAN JACINTO NO. 5 MAP NO. 548",1982-10-05T00:00:00.000Z," ",,N,1,247511.903320312,2617.87328097143
8865,A,"RANCHO CALIFORNIA",8,991,"RANCHO CALIFORNIA NO. 8 MAP NO. 991",2008-02-05T00:00:00.000Z," ",,N,2,1129870.72851562,4353.08960741402
8866,A,"GLEN IVY",1,594,"GLEN IVY NO. 1 MAP NO. 594",1985-05-07T00:00:00.000Z," ",,N,3,302250.25390625,2329.99942737187
8867,A,"MIRA LOMA",8,693,"MIRA LOMA NO. 8 MAP NO. 693",1970-02-24T00:00:00.000Z," ",,Y,2,2216147.02246094,5871.71403437576
8868,A,"RANCHO CALIFORNIA",23,969,"RANCHO CALIFORNIA NO. 23 MAP NO. 969",1976-12-10T00:00:00.000Z," ",,Y,11,941194.173828125,4012.80129558813
8869,A,"RANCHO CALIFORNIA",23,508,"RANCHO CALIFORNIA NO. 23 MAP NO. 508",," ",,Y,10,394608.258789062,2495.81357715435
8870,A,"BAUTISTA CANYON",15,657,"BAUTISTA CANYON NO. 15 MAP NO. 657",1989-04-11T00:00:00.000Z," ",,N,15,108945.204101562,1628.94378592439
8871,A,"BAUTISTA CANYON",1,657,"BAUTISTA CANYON NO. 1 MAP NO. 657",1989-04-11T00:00:00.000Z," ",,N,15,388197.599609375,2492.84897029301
8872,A,"BAUTISTA CANYON",1,657,"BAUTISTA CANYON NO. 1 MAP NO. 657",1989-04-11T00:00:00.000Z," ",,N,15,1658295.4375,5322.66815068927
8873,A,"BAUTISTA CANYON",1,539,"BAUTISTA CANYON NO. 1 MAP NO. 539",1982-10-26T00:00:00.000Z," ",,N,13,530335.791015625,2885.30595715544
8874,A,"BAUTISTA CANYON",1,657,"BAUTISTA CANYON NO. 1 MAP NO. 657",0989-04-11T00:00:00.000Z," ",,N,15,1603936.99121094,7334.13542897502
8875,A,"BAUTISTA CANYON",1,551,"BAUTISTA CANYON NO. 1 MAP NO. 551",1984-07-10T00:00:00.000Z," ",,N,14,66021.8740234375,1172.21545799213
8876,A,"BAUTISTA CANYON",1,657,"BAUTISTA CANYON NO. 1 MAP NO. 657",1989-04-11T00:00:00.000Z," ",,N,15,5467571.89941406,9910.97411057627
8877,A,"EAGLE VALLEY",2,711,"EAGLE VALLEY NO. 2 MAP NO. 711",1991-02-05T00:00:00.000Z," ",,N,3,46832797.8583984,34139.8339657468
8878,A,"GARNER VALLEY",2,536,"GARNER VALLEY NO. 2 MAP NO. 536",1981-01-20T00:00:00.000Z," ",,N,1,41810886.5507812,37185.1503764839
8880,A,HEMET,1,741,"HEMET NO. 1 MAP NO. 741",1994-11-01T00:00:00.000Z," ",,N,1,6128944.32910156,10608.7717031778
8881,A,LAKEVIEW,2,440,"LAKEVIEW NO. 2 MAP NO. 440",1977-05-31T00:00:00.000Z," ",,N,1,4536820.12988281,10975.8996217252
8882,A,"LAMB CANYON",1,581,"LAMB CANYON NO. 1 MAP NO. 581",1983-01-25T00:00:00.000Z," ",,N,1,18462809.5986328,24300.7601189332
